,cdf,WORKER_ITERATION
0,0.0,26.180126393469997
1,0.01,26.923529251938415
2,0.02,27.467420804193367
3,0.03,27.910434342116766
4,0.04,28.81801234629703
5,0.05,30.356195679214313
6,0.06,31.34330376758515
7,0.07,33.548785766374806
8,0.08,37.59987436374385
9,0.09,39.291205832406035
10,0.1,39.448685457506215
11,0.11,39.5276618047685
12,0.12,39.68608914824719
13,0.13,39.765540778173616
14,0.14,39.845151470422216
15,0.15,39.92492154343608
16,0.16,40.084941108720805
17,0.17,40.1651912410706
18,0.18,40.32617381019056
19,0.19,40.487801599381925
20,0.2,40.56885825924053
21,0.21,40.56885825924053
22,0.22,40.65007719469447
23,0.23,40.65007719469447
24,0.24,40.65007719469447
25,0.25,40.731458730619785
26,0.26,40.731458730619785
27,0.27,40.731458730619785
28,0.28,40.731458730619785
29,0.29,40.81300319254295
30,0.3,40.81300319254295
31,0.31,40.81300319254295
32,0.32,40.81300319254295
33,0.33,40.89471090664214
34,0.34,40.89471090664214
35,0.35000000000000003,40.89471090664214
36,0.36,40.89471090664214
37,0.37,40.89471090664214
38,0.38,40.976582199748535
39,0.39,40.976582199748535
40,0.4,40.976582199748535
41,0.41000000000000003,40.976582199748535
42,0.42,41.05861739934763
43,0.43,41.05861739934763
44,0.44,41.05861739934763
45,0.45,41.05861739934763
46,0.46,41.140816833580544
47,0.47000000000000003,41.140816833580544
48,0.48,41.140816833580544
49,0.49,41.22318083124537
50,0.5,41.22318083124537
51,0.51,41.22318083124537
52,0.52,41.305709721798415
53,0.53,41.388403835355575
54,0.54,41.388403835355575
55,0.55,41.471263502693624
56,0.56,41.471263502693624
57,0.5700000000000001,41.55428905525158
58,0.58,41.63748082513196
59,0.59,41.720839145102175
60,0.6,41.720839145102175
61,0.61,41.804364348595875
62,0.62,41.88805676971418
63,0.63,41.88805676971418
64,0.64,41.97191674322714
65,0.65,42.05594460457494
66,0.66,42.14014068986939
67,0.67,42.309038880111146
68,0.68,42.4786140163289
69,0.6900000000000001,42.563656286631854
70,0.7000000000000001,42.819805990397306
71,0.71,42.905531327715394
72,0.72,43.07749721283061
73,0.73,43.163738448491934
74,0.74,43.336739230849844
75,0.75,43.5104334024222
76,0.76,43.77228084691059
77,0.77,43.8599130407983
78,0.78,44.03570409928742
79,0.79,44.212199730451246
80,0.8,44.30071264282453
81,0.81,44.56731601786451
82,0.8200000000000001,45.0152251403878
83,0.8300000000000001,45.46763582593901
84,0.84,46.47900845847786
85,0.85,48.47270197777481
86,0.86,50.149111881082334
87,0.87,56.88324575103979
88,0.88,65.17010766025308
89,0.89,68.23795313667556
90,0.9,70.88089408858933
91,0.91,74.06928470764261
92,0.92,76.47783388183377
93,0.93,80.55989644746275
94,0.9400000000000001,83.01331137924744
95,0.9500000000000001,85.54144394465554
96,0.96,93.22360961565575
97,0.97,103.44096322435975
98,0.98,121.38910132373937
99,0.99,469.1870660022758
100,1.0,13003.874853285852
