,cdf,SCHEDULE_ITERATION
0,0.0,9.309172865383143
1,0.01,9.309172865383143
2,0.02,9.309172865383143
3,0.03,9.309172865383143
4,0.04,9.309172865383143
5,0.05,9.309172865383143
6,0.06,9.309172865383143
7,0.07,10.924416140104958
8,0.08,10.924416140104958
9,0.09,10.924416140104958
10,0.1,10.924416140104958
11,0.11,10.924416140104958
12,0.12,10.924416140104958
13,0.13,10.924416140104958
14,0.14,18.192337100740414
15,0.15,18.192337100740414
16,0.16,18.192337100740414
17,0.17,18.192337100740414
18,0.18,18.192337100740414
19,0.19,18.192337100740414
20,0.2,19.945439040347992
21,0.21,19.945439040347992
22,0.22,19.945439040347992
23,0.23,19.945439040347992
24,0.24,19.945439040347992
25,0.25,19.945439040347992
26,0.26,19.945439040347992
27,0.27,24.16730197981858
28,0.28,24.16730197981858
29,0.29,24.16730197981858
30,0.3,24.16730197981858
31,0.31,24.16730197981858
32,0.32,24.16730197981858
33,0.33,24.16730197981858
34,0.34,26.180126393469997
35,0.35000000000000003,26.180126393469997
36,0.36,26.180126393469997
37,0.37,26.180126393469997
38,0.38,26.180126393469997
39,0.39,26.180126393469997
40,0.4,27.85466923853611
41,0.41000000000000003,27.85466923853611
42,0.42,27.85466923853611
43,0.43,27.85466923853611
44,0.44,27.85466923853611
45,0.45,27.85466923853611
46,0.46,27.85466923853611
47,0.47000000000000003,31.34330376758515
48,0.48,31.34330376758515
49,0.49,31.34330376758515
50,0.5,31.34330376758515
51,0.51,31.34330376758515
52,0.52,31.34330376758515
53,0.53,31.34330376758515
54,0.54,34.158131775104636
55,0.55,34.158131775104636
56,0.56,34.158131775104636
57,0.5700000000000001,34.158131775104636
58,0.58,34.158131775104636
59,0.59,34.158131775104636
60,0.6,36.12556172046482
61,0.61,36.12556172046482
62,0.62,36.12556172046482
63,0.63,36.12556172046482
64,0.64,36.12556172046482
65,0.65,36.12556172046482
66,0.66,36.12556172046482
67,0.67,37.449775214686134
68,0.68,37.449775214686134
69,0.6900000000000001,37.449775214686134
70,0.7000000000000001,37.449775214686134
71,0.71,37.449775214686134
72,0.72,37.449775214686134
73,0.73,37.449775214686134
74,0.74,37.524749739640455
75,0.75,37.524749739640455
76,0.76,37.524749739640455
77,0.77,37.524749739640455
78,0.78,37.524749739640455
79,0.79,37.524749739640455
80,0.8,37.750575111994586
81,0.81,37.750575111994586
82,0.8200000000000001,37.750575111994586
83,0.8300000000000001,37.750575111994586
84,0.84,37.750575111994586
85,0.85,37.750575111994586
86,0.86,37.750575111994586
87,0.87,37.90187987065511
88,0.88,37.90187987065511
89,0.89,37.90187987065511
90,0.9,37.90187987065511
91,0.91,37.90187987065511
92,0.92,37.90187987065511
93,0.93,37.90187987065511
94,0.9400000000000001,37.9777595100358
95,0.9500000000000001,37.9777595100358
96,0.96,37.9777595100358
97,0.97,37.9777595100358
98,0.98,37.9777595100358
99,0.99,37.9777595100358
100,1.0,39.92492154343608
