,cdf,ATTN_COMPUTATION
0,0.0,0.1009629900610166
1,0.01,0.1903290137661421
2,0.02,0.19071005283274098
3,0.03,0.19185775319027681
4,0.04,0.19262672137043002
5,0.05,0.19339877158428923
6,0.06,0.19612539713947758
7,0.07,0.2111891675797742
8,0.08,0.21459537236935272
9,0.09,0.21631902132589584
10,0.1,0.21762083743065702
11,0.11,0.21849306436201546
12,0.12,0.2202480199243903
13,0.13,0.22290691853472738
14,0.14,0.2978989619977798
15,0.15,0.2990929446170268
16,0.16,0.3002917127329587
17,0.17,0.3008928973430347
18,0.18,0.30270368225306477
19,0.19,0.3039169222488286
20,0.2,0.3051350249250737
21,0.21,0.30943695998871573
22,0.22,0.3119223849413211
23,0.23,0.31317257360823153
24,0.24,0.3144277730463412
25,0.25,0.3163200113535738
26,0.26,0.3175878257599865
27,0.27,0.3227101016115966
28,0.28,0.3266059524846777
29,0.29,0.328571479539346
30,0.3,0.3292292802991845
31,0.31,0.33121059464050046
32,0.32,0.3332038326069433
33,0.33,0.3802216821292739
34,0.34,0.3855822237016827
35,0.35000000000000003,0.39023708524878337
36,0.36,0.39573882861822257
37,0.37,0.39732495459853007
38,0.38,0.3997160712999163
39,0.39,0.40292662603650115
40,0.4,0.4086072724357371
41,0.41000000000000003,0.41271384517123605
42,0.42,0.4218941660850833
43,0.43,0.42358512297224105
44,0.44,0.4278422256586215
45,0.45,0.43127869214752745
46,0.46,0.4634759624206222
47,0.47000000000000003,0.47378542531036405
48,0.48,0.477590911630712
49,0.49,0.4814269639527997
50,0.5,0.4833565290091586
51,0.51,0.48529382778544905
52,0.52,0.4872388912785135
53,0.53,0.4911524370240105
54,0.54,0.4931209818933002
55,0.55,0.4950974167140802
56,0.56,0.4980769318142944
57,0.5700000000000001,0.5000732301419085
58,0.58,0.5020775296572072
59,0.59,0.5040898624290469
60,0.6,0.5050990513428187
61,0.61,0.5061102606548165
62,0.62,0.508138756660952
63,0.63,0.5101753829034544
64,0.64,0.5142731565725064
65,0.65,0.5163343695635656
66,0.66,0.5173680720051342
67,0.67,0.5184038439210604
68,0.68,0.5184038439210604
69,0.6900000000000001,0.5215236179873911
70,0.7000000000000001,0.5236138909149227
71,0.71,0.5236138909149227
72,0.72,0.5267650192423886
73,0.73,0.5288762997691312
74,0.74,0.5299351111800804
75,0.75,0.5299351111800804
76,0.76,0.530996042333594
77,0.77,0.532059097473401
78,0.78,0.5331242808517261
79,0.79,0.5352610493754119
80,0.8,0.5363326430678552
81,0.81,0.5384822707458549
82,0.8200000000000001,0.540640514157418
83,0.8300000000000001,0.5417228775491246
84,0.84,0.5417228775491246
85,0.85,0.5428074078345082
86,0.86,0.5438941093516945
87,0.87,0.5460740434774185
88,0.88,0.5471672848057016
89,0.89,0.5482627148053126
90,0.9,0.5504601583541882
91,0.91,0.5515621806932356
92,0.92,0.5515621806932356
93,0.93,0.552666409283212
94,0.9400000000000001,0.5548815028924697
95,0.9500000000000001,0.5582208008990526
96,0.96,0.5604581565766483
97,0.97,0.562704479602684
98,0.98,9.944307388293872
99,0.99,13.776997785638752
100,1.0,15.225937798612097
